user_id,phenotype
909,Blue_Green
911,Blue_Green
912,Blue_Green
915,Blue_Green
916,Brown
918,Brown
920,Brown
922,Brown
924,Brown
925,Blue_Green
926,Brown
937,Blue_Green
943,Brown
943,Brown
945,Blue_Green
951,Brown
952,Blue_Green
954,Brown
966,Brown
968,Blue_Green
972,Blue_Green
990,Blue_Green
991,Blue_Green
994,Brown
999,Brown
1010,Brown
1013,Brown
1022,Blue_Green
1024,Blue_Green
1026,Brown
1028,Blue_Green
1033,Brown
1034,Brown
1035,Brown
1035,Brown
1036,Brown
1039,Blue_Green
1041,Blue_Green
1042,Blue_Green
1047,Blue_Green
1050,Brown
1051,Blue_Green
1058,Blue_Green
1059,Brown
1060,Brown
1066,Blue_Green
1066,Blue_Green
1071,Brown
1071,Brown
1074,Blue_Green
1075,Blue_Green
1075,Blue_Green
1077,Blue_Green
1077,Blue_Green
1078,Brown
1079,Brown
1081,Brown
1085,Blue_Green
1091,Blue_Green
1092,Blue_Green
1103,Blue_Green
1104,Brown
1111,Blue_Green
1111,Blue_Green
1114,Brown
1121,Brown
1125,Brown
1129,Blue_Green
1131,Blue_Green
1133,Blue_Green
1134,Blue_Green
1142,Brown
1147,Blue_Green
1163,Brown
1165,Blue_Green
1165,Blue_Green
1173,Brown
1177,Blue_Green
1183,Brown
1190,Blue_Green
1196,Blue_Green
1209,Brown
1210,Brown
1214,Blue_Green
1221,Blue_Green
1227,Blue_Green
1233,Brown
1235,Brown
1239,Brown
1259,Brown
1269,Blue_Green
1275,Blue_Green
1279,Blue_Green
1281,Brown
1283,Blue_Green
1288,Brown
1288,Brown
1290,Brown
1305,Brown
1312,Brown
1325,Blue_Green
1325,Blue_Green
1330,Blue_Green
1338,Brown
1341,Blue_Green
1342,Blue_Green
1366,Blue_Green
1374,Blue_Green
1375,Brown
1379,Blue_Green
1379,Blue_Green
1380,Brown
1384,Brown
1384,Brown
1392,Brown
1392,Brown
1393,Blue_Green
1401,Brown
1403,Brown
1404,Blue_Green
1412,Blue_Green
1414,Brown
1420,Brown
1424,Blue_Green
1426,Blue_Green
1430,Brown
1432,Blue_Green
1440,Blue_Green
1442,Blue_Green
1445,Blue_Green
1446,Blue_Green
1447,Blue_Green
1450,Brown
1452,Brown
1459,Blue_Green
1462,Brown
1465,Blue_Green
1466,Brown
1467,Brown
1470,Brown
1472,Brown
1491,Blue_Green
1491,Blue_Green
1494,Blue_Green
1499,Blue_Green
1499,Blue_Green
1501,Brown
1507,Blue_Green
1514,Blue_Green
1515,Blue_Green
1519,Brown
1521,Blue_Green
1522,Brown
1523,Brown
1531,Brown
1532,Brown
1537,Brown
1561,Blue_Green
1564,Brown
1565,Brown
1566,Brown
1568,Brown
1573,Brown
1578,Blue_Green
1582,Brown
1583,Brown
1583,Blue_Green
1588,Blue_Green
1589,Brown
1593,Brown
1595,Blue_Green
1599,Blue_Green
1600,Blue_Green
1610,Blue_Green
1615,Brown
1623,Blue_Green
1625,Brown
1626,Brown
1627,Brown
1631,Brown
1634,Brown
1635,Brown
1641,Blue_Green
1647,Blue_Green
1647,Blue_Green
1651,Blue_Green
1653,Brown
1658,Blue_Green
1659,Brown
1664,Blue_Green
1668,Brown
1669,Brown
1674,Blue_Green
1675,Brown
1678,Brown
1682,Brown
1685,Brown
1686,Brown
1695,Brown
1697,Blue_Green
1699,Brown
1702,Brown
1705,Blue_Green
1706,Brown
1707,Blue_Green
1712,Blue_Green
1715,Brown
1717,Brown
1718,Blue_Green
1720,Blue_Green
1723,Brown
1727,Brown
1731,Brown
1735,Brown
1735,Brown
1737,Blue_Green
1738,Blue_Green
1742,Blue_Green
1743,Brown
1745,Blue_Green
1759,Brown
1763,Blue_Green
1764,Blue_Green
1772,Brown
1775,Blue_Green
1776,Blue_Green
1777,Brown
1778,Brown
1780,Brown
1784,Brown
1785,Brown
1788,Blue_Green
1790,Brown
1802,Blue_Green
1808,Blue_Green
1810,Brown
1811,Blue_Green
1813,Blue_Green
1814,Blue_Green
1815,Blue_Green
1822,Brown
1825,Brown
1825,Brown
1827,Brown
1833,Blue_Green
1837,Brown
1841,Blue_Green
1848,Brown
1851,Brown
1853,Blue_Green
1858,Blue_Green
1871,Brown
1875,Blue_Green
1876,Blue_Green
1877,Brown
1879,Brown
1879,Brown
1887,Brown
1889,Blue_Green
1892,Blue_Green
1901,Brown
1902,Blue_Green
1903,Blue_Green
1904,Blue_Green
1952,Brown
1958,Brown
1960,Blue_Green
1963,Brown
1964,Blue_Green
1968,Blue_Green
1970,Blue_Green
1975,Brown
1975,Blue_Green
1980,Brown
1984,Blue_Green
1985,Blue_Green
1987,Brown
1991,Brown
1992,Brown
1993,Blue_Green
1996,Brown
2000,Blue_Green
2001,Blue_Green
2004,Blue_Green
2004,Blue_Green
2006,Blue_Green
2008,Brown
2008,Brown
2009,Blue_Green
2011,Brown
2013,Brown
2018,Brown
2022,Blue_Green
2023,Blue_Green
2024,Blue_Green
2025,Brown
2028,Blue_Green
2030,Blue_Green
2031,Brown
2034,Blue_Green
2035,Brown
2039,Blue_Green
2040,Brown
2041,Brown
2042,Blue_Green
2047,Brown
2048,Blue_Green
2050,Brown
2052,Blue_Green
2053,Brown
2055,Blue_Green
2056,Blue_Green
2064,Blue_Green
2067,Brown
2070,Brown
2074,Blue_Green
2075,Brown
2076,Blue_Green
2077,Brown
2080,Blue_Green
2083,Blue_Green
2090,Brown
2096,Brown
2099,Blue_Green
2101,Blue_Green
2116,Blue_Green
2133,Brown
2151,Blue_Green
2153,Brown
2158,Blue_Green
2162,Brown
2166,Blue_Green
2177,Blue_Green
2183,Brown
2191,Brown
2199,Blue_Green
2202,Blue_Green
2203,Blue_Green
2207,Brown
2212,Blue_Green
2214,Brown
2217,Brown
2236,Brown
2238,Blue_Green
2239,Brown
2249,Blue_Green
2274,Blue_Green
2275,Blue_Green
2276,Brown
2278,Blue_Green
2279,Brown
2287,Brown
2288,Brown
2288,Blue_Green
2291,Blue_Green
2297,Brown
2304,Blue_Green
2307,Blue_Green
2307,Blue_Green
2314,Brown
2316,Blue_Green
2322,Blue_Green
2329,Brown
2334,Blue_Green
2337,Brown
2350,Blue_Green
2356,Blue_Green
2358,Brown
2361,Blue_Green
2362,Blue_Green
2367,Blue_Green
2385,Brown
2393,Blue_Green
2398,Blue_Green
2402,Brown
2403,Brown
2412,Blue_Green
2419,Blue_Green
2421,Brown
2453,Brown
2454,Blue_Green
2455,Brown
2456,Blue_Green
2457,Brown
2498,Blue_Green
2510,Blue_Green
2512,Blue_Green
2513,Brown
2516,Blue_Green
2535,Brown
2542,Brown
2554,Blue_Green
2557,Brown
2557,Brown
2558,Brown
2568,Blue_Green
2570,Blue_Green
2571,Brown
2574,Brown
2576,Brown
2616,Brown
2628,Brown
2629,Blue_Green
2633,Blue_Green
2635,Blue_Green
2645,Brown
2648,Brown
2651,Blue_Green
2660,Blue_Green
2662,Brown
2665,Brown
2675,Brown
2676,Blue_Green
2681,Blue_Green
2681,Blue_Green
2687,Brown
2691,Blue_Green
2691,Blue_Green
2692,Blue_Green
2694,Brown
2700,Brown
2702,Brown
2707,Brown
2707,Blue_Green
2715,Blue_Green
2718,Brown
2720,Brown
2725,Brown
2729,Brown
2732,Brown
2739,Blue_Green
2740,Brown
2748,Blue_Green
2751,Blue_Green
2755,Brown
2759,Brown
2764,Blue_Green
2794,Brown
2797,Blue_Green
2826,Blue_Green
2839,Brown
2841,Blue_Green
2849,Brown
2856,Brown
2858,Blue_Green
2860,Brown
2874,Blue_Green
2881,Blue_Green
2886,Blue_Green
2887,Brown
2890,Blue_Green
2891,Brown
2894,Blue_Green
2898,Blue_Green
2901,Brown
2907,Brown
2920,Blue_Green
2949,Brown
2953,Brown
2958,Blue_Green
2960,Brown
2964,Brown
2966,Brown
2969,Blue_Green
2980,Blue_Green
2990,Brown
2998,Brown
3004,Blue_Green
3015,Brown
3015,Brown
3017,Brown
3034,Brown
3043,Brown
3046,Brown
3048,Brown
3050,Brown
3068,Brown
3069,Brown
3078,Blue_Green
3080,Brown
3082,Blue_Green
3085,Brown
3090,Brown
3097,Blue_Green
3100,Blue_Green
3104,Blue_Green
3108,Brown
3111,Brown
3113,Brown
3122,Brown
3124,Brown
3129,Brown
3130,Brown
3137,Brown
3137,Brown
3140,Brown
3145,Brown
3158,Brown
3160,Brown
3167,Brown
3172,Brown
3176,Blue_Green
3179,Blue_Green
3186,Brown
3192,Brown
3193,Blue_Green
3196,Brown
3197,Brown
3197,Brown
3199,Brown
3206,Blue_Green
3211,Brown
3216,Blue_Green
3221,Blue_Green
3224,Blue_Green
3227,Blue_Green
3234,Blue_Green
3244,Blue_Green
3248,Blue_Green
3257,Brown
3265,Blue_Green
3267,Brown
3275,Blue_Green
3275,Blue_Green
3277,Blue_Green
3280,Brown
3289,Blue_Green
3301,Brown
3303,Brown
3303,Brown
3304,Brown
3306,Blue_Green
3309,Blue_Green
3320,Brown
3321,Blue_Green
3324,Blue_Green
3326,Blue_Green
3335,Brown
3340,Brown
3341,Blue_Green
3343,Brown
3344,Blue_Green
3357,Brown
3364,Brown
3370,Brown
3375,Brown
3393,Brown
3394,Brown
3395,Brown
3395,Brown
3397,Brown
3399,Blue_Green
3402,Brown
3404,Brown
3415,Brown
3417,Blue_Green
3422,Blue_Green
3423,Brown
3449,Blue_Green
3454,Brown
3468,Brown
3478,Brown
3486,Brown
3489,Blue_Green
3494,Brown
3499,Brown
3531,Blue_Green
3532,Blue_Green
3540,Brown
3542,Blue_Green
3543,Blue_Green
3547,Brown
3559,Brown
3569,Blue_Green
3571,Brown
3581,Brown
3582,Brown
3595,Blue_Green
3598,Brown
3605,Blue_Green
3611,Blue_Green
3615,Brown
3622,Brown
3624,Blue_Green
3625,Brown
3626,Brown
3639,Brown
3642,Blue_Green
3643,Blue_Green
3643,Blue_Green
3644,Blue_Green
3655,Blue_Green
3660,Blue_Green
3682,Blue_Green
3688,Blue_Green
3689,Brown
3695,Brown
3706,Blue_Green
3724,Blue_Green
3728,Brown
3733,Blue_Green
3747,Blue_Green
3766,Brown
3767,Brown
3777,Blue_Green
3780,Brown
3782,Blue_Green
3783,Brown
3786,Blue_Green
3788,Blue_Green
3806,Blue_Green
3813,Blue_Green
3813,Blue_Green
3821,Blue_Green
3822,Blue_Green
3833,Blue_Green
3834,Blue_Green
3835,Brown
3840,Blue_Green
3847,Blue_Green
3853,Brown
3858,Blue_Green
3862,Blue_Green
3865,Blue_Green
3866,Blue_Green
3881,Blue_Green
3882,Blue_Green
3883,Brown
3885,Blue_Green
3886,Blue_Green
3904,Brown
3905,Brown
3908,Blue_Green
3913,Brown
3913,Brown
3921,Brown
3922,Brown
3923,Blue_Green
3930,Blue_Green
3931,Brown
3934,Brown
3935,Blue_Green
3942,Blue_Green
3948,Blue_Green
3954,Blue_Green
3964,Brown
3965,Brown
3967,Blue_Green
3971,Blue_Green
3973,Brown
3979,Brown
3985,Blue_Green
3988,Brown
3990,Blue_Green
3992,Brown
3993,Brown
3998,Blue_Green
4006,Brown
4009,Blue_Green
4010,Brown
4012,Brown
4018,Brown
4026,Blue_Green
4029,Brown
4030,Brown
4032,Brown
4034,Brown
4036,Brown
4042,Brown
4056,Blue_Green
4057,Brown
4064,Blue_Green
4067,Blue_Green
4080,Blue_Green
4084,Brown
4088,Brown
4095,Brown
4106,Blue_Green
4111,Brown
4124,Blue_Green
4127,Brown
4133,Blue_Green
4143,Blue_Green
4147,Brown
4159,Blue_Green
4170,Brown
4171,Brown
4173,Blue_Green
4176,Brown
4178,Brown
4180,Blue_Green
4181,Blue_Green
4192,Blue_Green
4194,Brown
4198,Brown
4200,Blue_Green
4201,Brown
4204,Blue_Green
4207,Brown
4212,Blue_Green
4213,Blue_Green
4215,Blue_Green
4224,Blue_Green
4230,Brown
4235,Blue_Green
4240,Blue_Green
4241,Brown
4241,Brown
4245,Brown
4248,Brown
4251,Blue_Green
4252,Blue_Green
4258,Blue_Green
4271,Brown
4290,Brown
4292,Brown
4297,Blue_Green
4320,Brown
4343,Brown
4346,Blue_Green
4356,Brown
4359,Blue_Green
4360,Blue_Green
4369,Brown
4381,Brown
4399,Blue_Green
4428,Brown
4430,Blue_Green
4438,Blue_Green
4440,Brown
4441,Blue_Green
4460,Blue_Green
4463,Blue_Green
4482,Brown
4484,Blue_Green
4490,Brown
4499,Blue_Green
4502,Brown
4507,Brown
4522,Blue_Green
4532,Blue_Green
4538,Blue_Green
4539,Brown
4547,Brown
4552,Blue_Green
4557,Brown
4568,Blue_Green
4569,Brown
4577,Brown
4587,Blue_Green
4594,Blue_Green
4597,Brown
4598,Brown
4602,Brown
4604,Brown
4605,Brown
4613,Blue_Green
4621,Blue_Green
4632,Brown
4638,Blue_Green
4641,Blue_Green
4643,Brown
4644,Brown
4646,Brown
4648,Blue_Green
4651,Blue_Green
4652,Blue_Green
4654,Brown
4667,Brown
4671,Brown
4672,Brown
4676,Blue_Green
4679,Blue_Green
4680,Brown
4693,Brown
4694,Blue_Green
4695,Blue_Green
4715,Brown
4754,Brown
4756,Blue_Green
4758,Brown
4763,Blue_Green
4784,Blue_Green
4796,Brown
4797,Brown
4813,Brown
4814,Brown
4825,Blue_Green
4832,Blue_Green
4833,Brown
4834,Blue_Green
4837,Brown
4851,Brown
4859,Brown
4879,Blue_Green
4880,Brown
4888,Blue_Green
